project_number,subproject_number,subproject,report_path,last_modified
1502000,1478,1502000.1478,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1478\IssuedDocuments\Final Report\T+T_2023-IAG-8097550_Final Report.docx,2023-06-25
1502000,1479,1502000.1479,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1479\IssuedDocuments\Final report\T+T-2023-IAG-C0850124-Final report.docx,2023-05-21
1502000,1480,1502000.1480,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1480\IssuedDocuments\Final Report\T+T_2023-IAG-C0870300_Final Report.docx,2023-05-15
1502000,1481,1502000.1481,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1481\IssuedDocuments\Final Report\T+T_2023_IAG_8055015-Final Report.docx,2023-05-24
1502000,1482,1502000.1482,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1482\IssuedDocuments\Final report\T+T-2023-IAG-8099603-Final Report.docx,2023-06-06
1502000,1483,1502000.1483,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1483\IssuedDocuments\Extra Request Nov 2023\T+T-2023-IAG-C4330149-Final report V3.docx,2024-04-19
1502000,1484,1502000.1484,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1484\IssuedDocuments\Extra request\T+T-2023-IAG-C4325047-Final Report V2.docx,2023-10-10
1502000,1485,1502000.1485,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1485\IssuedDocuments\Final report\T+T-2023-IAG-C4313216-Final Report.docx,2023-06-20
1502000,1486,1502000.1486,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1486\IssuedDocuments\Final Report\T+T_2023-IAG-8091602_Final Report.docx,2023-05-01
1502000,1487,1502000.1487,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1487\IssuedDocuments\Final report\T+T-2023-IAG-C0865801-Final Report.docx,2023-09-14
1502000,1488,1502000.1488,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1488\IssuedDocuments\Final report\T+T-2023-IAG-C0868242-Final report.docx,2023-09-17
1502000,1490,1502000.1490,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1490\IssuedDocuments\Final Report\T+T_2023-IAG-C0881269_Final Report.docx,2023-05-09
1502000,1491,1502000.1491,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1491\IssuedDocuments\Final report\T+T-2023-IAG-C4382814_Final Report.docx,2023-10-09
1502000,1492,1502000.1492,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1492\IssuedDocuments\Final Report Rev 2\T+T_2023-IAG-C0871854_Final Report-Rev 2.docx,2023-08-15
1502000,1494,1502000.1494,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1494\IssuedDocuments\Final Report Amended\T+T_2023-IAG-C4309433_Final Report V2.docx,2023-10-27
1502000,1495,1502000.1495,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1495\IssuedDocuments\Revised Final\T+T-2023-IAG-C4308766-Final Report V2.docx,2023-12-22
1502000,1496,1502000.1496,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1496\IssuedDocuments\Final report\T+T-2023-IAG-C0852870-Final Report.docx,2023-05-23
1502000,1497,1502000.1497,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1497\IssuedDocuments\Final report\T+T-2023_IAG_8091260-Final Report.docx,2023-05-23
1502000,1498,1502000.1498,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1498\IssuedDocuments\Final Report\T+T_2023-IAG-C0865651_Final Report.docx,2023-06-08
1502000,1499,1502000.1499,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1499\IssuedDocuments\Additional Request\T+T_IAG-C0943944_Final Report_V1.docx,2023-08-13
1502000,1500,1502000.1500,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1500\IssuedDocuments\Final Report\T+T_2023_IAG-C0880597_Report.docx,2023-05-09
1502000,1501,1502000.1501,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1501\IssuedDocuments\Final Report Rev 1\T+T_2023-C4422469_Report_Rev 1.docx,2024-02-08
1502000,1502,1502000.1502,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1502\IssuedDocuments\Final Report\T+T-2023-AMI-C4443514-Final Report.docx,2023-12-18
1502000,1503,1502000.1503,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1503\IssuedDocuments\Final Report\T+T_2023_IAG_C4344001_Report.docx,2023-04-18
1502000,1504,1502000.1504,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1504\IssuedDocuments\T+T_2022-IAG-C4322509_Report.docx,2023-07-31
1502000,1505,1502000.1505,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1505\IssuedDocuments\Final Report\T+T_2023-IAG-C0883128-Final Report.docx,2023-08-02
1502000,1506,1502000.1506,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1506\IssuedDocuments\Final report\T+T-2023-IAG-C0882202-Final Report.docx,2023-06-14
1502000,1507,1502000.1507,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1507\IssuedDocuments\Final Report\T+T_2023-IAG-C4386641_Final Report.docx,2023-08-30
1502000,1508,1502000.1508,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1508\IssuedDocuments\Final report\Extra Request - change of claim number\T+T-2023-IAG-C0887261-Final report.docx,2023-07-17
1502000,1509,1502000.1509,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1509\IssuedDocuments\T+T_2023-IAG-C0877042_Final Report.docx,2023-07-25
1502000,1511,1502000.1511,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1511\IssuedDocuments\Final report\T+T-LDE-2023-IAG-C4359600-Final report.docx,2023-08-15
1502000,1512,1502000.1512,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1512\IssuedDocuments\Final Report_V3\T+T_2023-IAG-C4355946_Final Report_V3.docx,2023-10-23
1502000,1513,1502000.1513,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1513\IssuedDocuments\Final Report\T+T_2023-IAG-C0881993-Report.docx,2023-11-07
1502000,1514,1502000.1514,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1514\IssuedDocuments\Final Report\T+T_2022-IAG-C0836270-Final Report.docx,2023-07-21
1502000,1515,1502000.1515,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1515\IssuedDocuments\Final Report\T+T_2023-IAG-C0887724&C0955250_Final Report.docx,2023-09-21
1502000,1516,1502000.1516,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1516\IssuedDocuments\Final Report V5\T+T_2023-IAG-C4335664_Final Report_V5.docx,2024-03-11
1502000,1517,1502000.1517,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1517\IssuedDocuments\Final Report_V3\T+T_2023-IAG-C4343237_Final Report_V3.docx,2024-01-16
1502000,1518,1502000.1518,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1518\IssuedDocuments\Final Report V2\T+T_2023-IAG-8095910-Final Report_V2.docx,2023-08-21
1502000,1519,1502000.1519,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1519\IssuedDocuments\Final Report\T+T_2023-IAG-C4342837_Final Report.docx,2023-08-08
1502000,1520,1502000.1520,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1520\IssuedDocuments\Final Report\T+T_2023_IAG-C4427516_Final Report.docx,2023-07-19
1502000,1521,1502000.1521,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1521\IssuedDocuments\Final Report_V2\T+T-2023-IAG-8095095-Final Report_V2.docx,2023-08-23
1502000,1523,1502000.1523,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1523\IssuedDocuments\Final Report\T+T_2023-IAG-C0874586_Final Report.docx,2023-07-19
1502000,1524,1502000.1524,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1524\IssuedDocuments\Final Report V3\T+T_2023_IAG-C8096012_Report_V3.docx,2024-09-27
1502000,1525,1502000.1525,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1525\IssuedDocuments\Final Report\T+T_2023_IAG-C0876141_Final Report.docx,2023-06-05
1502000,1526,1502000.1526,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1526\IssuedDocuments\Final Report\T+T_2021_IAG-C4376970_Final Report.docx,2023-06-05
1502000,1527,1502000.1527,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1527\IssuedDocuments\Final Report\T+T_2023-IAG-C4345435_Final Report.docx,2023-07-28
1502000,1528,1502000.1528,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1528\IssuedDocuments\Final Report\T+T-2023-IAG-C4350742-Final report.docx,2023-08-02
1502000,1529,1502000.1529,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1529\IssuedDocuments\Final report\T+T-2023-IAG-C0868767_Final Report.docx,2023-10-10
1502000,1530,1502000.1530,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1530\IssuedDocuments\Final Report\T+T_2023-IAG-C0896760-Final Report.docx,2023-11-22
1502000,1531,1502000.1531,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1531\IssuedDocuments\Final Report\T+T_2023_IAG-C4449774_Report.docx,2023-08-09
1502000,1532,1502000.1532,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1532\IssuedDocuments\Final Report\T+T_2023-IAG-C4385381_Final Report.docx,2023-08-16
1502000,1534,1502000.1534,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1534\IssuedDocuments\Draft Report\T+T_2023-IAG-2023-C0871097_Draft Report.docx,2023-10-04
1502000,1535,1502000.1535,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1535\IssuedDocuments\Final report\T+T-2023-IAG-C0883070-Final report.docx,2023-07-19
1502000,1536,1502000.1536,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1536\IssuedDocuments\Additional Request\Final Report\T+T-2023-IAG-C0867191-Additional request_Final Report.docx,2024-03-08
1502000,1537,1502000.1537,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1537\IssuedDocuments\Final Report\T+T_2023_IAG-C4383421_Final Report.docx,2023-07-16
1502000,1539,1502000.1539,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1539\IssuedDocuments\Final Report Revised\T+T-2023-IAG-C4323153 Final Report.docx,2023-12-17
1502000,1540,1502000.1540,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1540\IssuedDocuments\Final report\T+T-2023-IAG-C0872088-Final report.docx,2023-08-03
1502000,1541,1502000.1541,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1541\IssuedDocuments\Final report\T+T-2023-IAG-C4379240-Final report.docx,2023-06-19
1502000,1542,1502000.1542,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1542\IssuedDocuments\Final Report V2\T+T-2023-IAG-C1010608-Report_V2.docx,2024-05-01
1502000,1543,1502000.1543,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1543\IssuedDocuments\Final Report\T+T_2022_IAG-C4313150_Final Report.docx,2023-05-05
1502000,1545,1502000.1545,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1545\IssuedDocuments\Final report\T+T-2023-IAG-C0896686-Final report.docx,2023-07-17
1502000,1546,1502000.1546,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1546\IssuedDocuments\Final report v1\T+T-2023-IAG-C0893153-Final report v1.docx,2024-05-28
1502000,1548,1502000.1548,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1548\IssuedDocuments\Final Report\T+T-2023-IAG-8089857-Final Report.docx,2024-02-19
1502000,1549,1502000.1549,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1549\IssuedDocuments\Final Report\T+T_2023_IAG-C0897813_Final Report.docx,2023-07-16
1502000,1550,1502000.1550,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1550\IssuedDocuments\Final report\T+T-2023-IAG-C4386512-Final report.docx,2023-07-17
1502000,1551,1502000.1551,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1551\IssuedDocuments\Final report (Sep23)\T+T-2023-IAG-C4358243-Final report.docx,2023-09-10
1502000,1552,1502000.1552,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1552\IssuedDocuments\Final report\T+T-2023-IAG-C0878143-Final report.docx,2023-09-18
1502000,1554,1502000.1554,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1554\IssuedDocuments\Final Report\T+T_2022-IAG-C0863890-Final Report.docx,2023-06-07
1502000,1555,1502000.1555,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1555\IssuedDocuments\Final Report\T+T_2023-IAG-C0887724_Final Report.docx,2023-09-21
1502000,1556,1502000.1556,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1556\IssuedDocuments\Final report\T+T-2023-IAG-C0897172-Final report V2.docx,2023-10-30
1502000,1557,1502000.1557,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1557\IssuedDocuments\Final Report V3\T+T_2023_IAG-C4489296_Final Report V3.docx,2023-10-24
1502000,1558,1502000.1558,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1558\IssuedDocuments\Final Report\T+T-2023-IAG-C4393902-Final Report.docx,2023-06-01
1502000,1559,1502000.1559,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1559\IssuedDocuments\Final Report\T+T-2023-IAG-C4340494_Final Report.docx,2023-08-07
1502000,1561,1502000.1561,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1561\IssuedDocuments\Final report\T+T-2023-IAG-C4413633-Final Report.docx,2023-06-01
1502000,1562,1502000.1562,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1562\IssuedDocuments\Final Report\T+T_2023_IAG_C4404630_Final Report.docx,2023-07-05
1502000,1563,1502000.1563,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1563\IssuedDocuments\Final Report\T+T_2023-IAG-C0899971_Final Report.docx,2023-07-23
1502000,1564,1502000.1564,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1564\IssuedDocuments\Final Report\T+T_2023-IAG-C4314256-Final Report.docx,2023-07-18
1502000,1565,1502000.1565,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1565\IssuedDocuments\Final Report\T+T_2022_IAG_80100628_Report.docx,2023-08-01
1502000,1566,1502000.1566,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1566\IssuedDocuments\Final report\T+T-2023-IAG-C4312987-Final report.docx,2023-07-17
1502000,1567,1502000.1567,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1567\IssuedDocuments\Final Report V2\T+T-2023-IAG-C0889287-C0897285-Final Report V2.docx,2024-01-18
1502000,1568,1502000.1568,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1568\IssuedDocuments\Final report\T+T-2023-IAG-C0865972_Final Report.docx,2023-08-28
1502000,1569,1502000.1569,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1569\IssuedDocuments\Final Report\T+T_2023-IAG-C4323101-Final Report.docx,2023-08-15
1502000,1570,1502000.1570,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1570\IssuedDocuments\Final Report\T+T_2023-IAG-C4406966-Final Report.docx,2023-07-10
1502000,1571,1502000.1571,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1571\IssuedDocuments\Final Report\T+T_2023_IAG-8107680_Final Report.docx,2023-07-05
1502000,1572,1502000.1572,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1572\IssuedDocuments\Final report\T+T-2023-IAG-C4353124-Final report.docx,2023-07-20
1502000,1573,1502000.1573,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1573\IssuedDocuments\Extra request\Final Report\T+T_2023-IAG-C0882272_Extra request_Final report.docx,2024-05-14
1502000,1574,1502000.1574,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1574\IssuedDocuments\FInal report V2\T+T_2023-IAG-C0897561_Final Report_V2.docx,2023-11-07
1502000,1575,1502000.1575,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1575\IssuedDocuments\Final Report\T+T_2023-IAG-C0899258_Final Report.docx,2023-09-14
1502000,1576,1502000.1576,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1576\IssuedDocuments\Final report\T+T-2023-IAG-C4353604-Final report.docx,2023-09-25
1502000,1578,1502000.1578,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1578\IssuedDocuments\Final Report\T+T_2023_IAG-C4350830_Final Report.docx,2023-08-14
1502000,1579,1502000.1579,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1579\IssuedDocuments\Final Report\KE T+T_2022_IAG-C4407293_Final Report.docx,2023-07-30
1502000,1580,1502000.1580,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1580\IssuedDocuments\Draft Report\T+T_2023-IAG-C4418380_Draft Report.docx,2023-10-05
1502000,1581,1502000.1581,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1581\IssuedDocuments\Final Report\T+T_2023_IAG-C4413094_Final Report.docx,2023-06-30
1502000,1582,1502000.1582,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1582\IssuedDocuments\Final\T+T_2023-IAG-C4311426_Final Report.docx,2023-10-09
1502000,1583,1502000.1583,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1583\IssuedDocuments\Final Report\T+T_2023-IAG-C4412877_Report.docx,2023-06-07
1502000,1584,1502000.1584,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1584\IssuedDocuments\Final Report\T+T-2023-IAG-C0887031-Final Report.docx,2023-07-20
1502000,1585,1502000.1585,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1585\IssuedDocuments\Final Report\T+T_2023-IAG-C4339386_Final Report.docx,2023-08-03
1502000,1586,1502000.1586,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1586\IssuedDocuments\Final Report\T+T_2022_IAG_C4356933_Report.docx,2023-08-01
1502000,1588,1502000.1588,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1588\IssuedDocuments\Final Report\T+T_2022-IAG-C4342858_Report.docx,2023-12-19
1502000,1589,1502000.1589,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1589\IssuedDocuments\Final Report_V2\T+T_2023-IAG-C0901183_Final Report_V2.docx,2023-08-15
1502000,1590,1502000.1590,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1590\IssuedDocuments\Final Report\T+T_2023-IAG-C0875965_Final Report.docx,2023-07-30
1502000,1591,1502000.1591,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1591\IssuedDocuments\Final Report\T+T_2023-IAG-C4333217-Final Report.docx,2023-07-24
1502000,1592,1502000.1592,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1592\IssuedDocuments\T+T_2023-IAG-C4413601_Report.docx,2023-06-13
1502000,1593,1502000.1593,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1593\IssuedDocuments\Extra request\T+T-2023-IAG-C0863331-Final Report V2.docx,2023-10-10
1502000,1594,1502000.1594,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1594\IssuedDocuments\Final report\T+T-2023-IAG-C0863747-Final Report.docx,2023-07-17
1502000,1595,1502000.1595,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1595\IssuedDocuments\Final report\T+T-2023-IAG-C4427464-Final report.docx,2023-08-02
1502000,1596,1502000.1596,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1596\IssuedDocuments\Final report\T+T-2023-IAG-C0874705-Final report.docx,2023-11-15
1502000,1597,1502000.1597,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1597\IssuedDocuments\Final Report\T+T_2023-IAG-C4395179_Final Report.docx,2023-06-13
1502000,1598,1502000.1598,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1598\IssuedDocuments\Final Report\T+T_2023-IAG-C4381211-Final Report.docx,2023-06-25
1502000,1599,1502000.1599,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1599\IssuedDocuments\T+T-2023-IAG-C4630101-Final Report V3.docx,2024-03-19
1502000,1600,1502000.1600,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1600\IssuedDocuments\Extra Request\T+T-2023-IAG-C0865328-Final Report V3.docx,2024-06-20
1502000,1601,1502000.1601,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1601\IssuedDocuments\Final Report V3\T+T-2023-IAG-C0876057-Final Report V3.docx,2024-07-09
1502000,1602,1502000.1602,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1602\IssuedDocuments\Final Report\T+T_2023-IAG-C0869731-Final Report.docx,2023-08-16
1502000,1603,1502000.1603,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1603\IssuedDocuments\Final Report V2\T+T_2023_IAG-C4465235_Final Report V2.docx,2023-11-08
1502000,1604,1502000.1604,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1604\IssuedDocuments\Final Report V3\T+T_2023_IAG-C4457237_Final Report V3.docx,2023-10-31
1502000,1605,1502000.1605,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1605\IssuedDocuments\Final Report V2\T+T_2023_IAG-C0907651_Report_V2.docx,2023-11-07
1502000,1606,1502000.1606,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1606\IssuedDocuments\Reassessment Final Report\T+T-2023-IAG-C0890897_Reassessment Report_Final.docx,2024-11-11
1502000,1607,1502000.1607,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1607\IssuedDocuments\T+T_2023-IAG-C0923736_Final Report v2.docx,2023-11-02
1502000,1608,1502000.1608,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1608\IssuedDocuments\Final report\T+T-2023-IAG-C4429870-Final report.docx,2023-08-02
1502000,1609,1502000.1609,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1609\IssuedDocuments\Extra Request\Final Report\T+T_2023-IAG-C0897865_Extra request_Final Report.docx,2024-10-25
1502000,1611,1502000.1611,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1611\IssuedDocuments\Final Report\T+T-2023-IAG-C4306036-Final Report.docx,2023-12-12
1502000,1613,1502000.1613,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1613\IssuedDocuments\Final Report V2\T+T_2023_IAG-8106906_Final Report V2.docx,2023-08-04
1502000,1614,1502000.1614,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1614\IssuedDocuments\Final Report\T+T-2023-IAG-C4361446-Final Report.docx,2024-04-11
1502000,1615,1502000.1615,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1615\IssuedDocuments\Final report\T+T-2023-IAG-C4387862-Final report.docx,2023-07-25
1502000,1617,1502000.1617,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1617\IssuedDocuments\Final report\T+T-2023-IAG-C4328784-Final Report.docx,2023-08-07
1502000,1618,1502000.1618,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1618\IssuedDocuments\Final Report\T+T_2023-IAG-8094809_Final Report.docx,2023-08-03
1502000,1619,1502000.1619,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1619\IssuedDocuments\Final report\T+T-2023-IAG C0882944-Final report.docx,2023-10-03
1502000,1620,1502000.1620,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1620\IssuedDocuments\Final Report_v3\T+T-2023-IAG-C4430702-Final report_V3.docx,2024-02-14
1502000,1621,1502000.1621,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1621\IssuedDocuments\T+T_2023-IAG-C0903549_Final Report.docx,2023-08-17
1502000,1622,1502000.1622,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1622\IssuedDocuments\Final Report\T+T_2023-IAG-C4360619-Final Report.docx,2023-07-19
1502000,1623,1502000.1623,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1623\IssuedDocuments\Final report\T+T-2023-IAG-C4315083-Final Report.docx,2023-11-01
1502000,1624,1502000.1624,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1624\IssuedDocuments\Final Report V2\T+T_2023_IAG-C4487112_Final Report V2.docx,2023-07-09
1502000,1627,1502000.1627,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1627\IssuedDocuments\T+T-2023-IAG-C0852123-Final Report.docx,2023-10-20
1502000,1628,1502000.1628,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1628\IssuedDocuments\Final Report\T+T-2023-IAG-8108883-Final Report.docx,2024-01-30
1502000,1629,1502000.1629,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1629\IssuedDocuments\Final report\T+T-2023-IAG-C4341415-Final report.docx,2023-12-18
1502000,1630,1502000.1630,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1630\IssuedDocuments\Extra request\T+T-2023-IAG-C0881285-Final Report V3.docx,2024-06-14
1502000,1632,1502000.1632,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1632\IssuedDocuments\Final Report\T+T-2023-IAG-C0916042-Final report.docx,2024-01-25
1502000,1634,1502000.1634,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1634\IssuedDocuments\Extra request Final Report\T+T_2022-IAG-30436929-1_Final Report.docx,2023-12-01
1502000,1635,1502000.1635,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1635\IssuedDocuments\Final Report\T+T_2023_IAG_C4436754_Report V2.docx,2024-01-08
1502000,1637,1502000.1637,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1637\IssuedDocuments\Final Report\T+T_2023_IAG-C4415678_Final Report.docx,2023-07-06
1502000,1638,1502000.1638,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1638\IssuedDocuments\Final Report V3\T+T_2023_IAG-C0987194_Final Report V3.docx,2024-02-21
1502000,1639,1502000.1639,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1639\IssuedDocuments\Final report\T+T-2023-IAG-C4360656-Final report V4.docx,2024-02-26
1502000,1640,1502000.1640,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1640\IssuedDocuments\Final report\T+T-2023-IAG-C0851094-Final report.docx,2023-10-12
1502000,1641,1502000.1641,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1641\IssuedDocuments\Draft V2\24869-GEO-Letter Report-EQC - 25 Matata Street-359742 (ID 359742).docx,2024-06-06
1502000,1643,1502000.1643,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1643\IssuedDocuments\Final report\T+T-2023-IAG-C4350963-Final Report V2.docx,2024-01-23
1502000,1644,1502000.1644,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1644\IssuedDocuments\T+T-2023-IAG-C4385614-Final Report V2.docx,2024-07-12
1502000,1645,1502000.1645,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1645\IssuedDocuments\T+T_2023-IAG-C4435842_Final Report.docx,2024-01-30
1502000,1646,1502000.1646,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1646\IssuedDocuments\Final Report V3\T+T-2023-IAG-C4315697-Final Report V3.docx,2024-01-23
1502000,1648,1502000.1648,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1648\IssuedDocuments\Final Report\T+T_2023-IAG-8096514_Final Report.docx,2023-07-30
